1,0.7418,0.5757,0.7090,0.6776,0.7035,0.6794
2,0.6098,0.7100,0.5663,0.6948,0.5528,0.7105
3,0.5183,0.7717,0.4853,0.7109,0.4744,0.7284
4,0.4615,0.7890,0.4472,0.7241,0.4245,0.7557
5,0.4172,0.8267,0.4093,0.7378,0.3932,0.7605
6,0.3875,0.8402,0.3949,0.7377,0.3744,0.7653
7,0.3668,0.8544,0.3888,0.7408,0.3713,0.7616
8,0.3484,0.8667,0.3865,0.7410,0.3620,0.7675
9,0.3382,0.8753,0.3793,0.7509,0.3570,0.7744
10,0.3233,0.8869,0.3761,0.7511,0.3538,0.7731
11,0.3151,0.8906,0.3754,0.7565,0.3495,0.7851
12,0.3014,0.9043,0.3773,0.7569,0.3519,0.7786
13,0.2952,0.9049,0.3729,0.7640,0.3495,0.7881
14,0.2860,0.9162,0.3773,0.7614,0.3519,0.7875
15,0.2749,0.9234,0.3768,0.7655,0.3509,0.7932
16,0.2678,0.9267,0.3777,0.7668,0.3519,0.7906
17,0.2580,0.9339,0.3815,0.7660,0.3571,0.7883
18,0.2511,0.9373,0.3815,0.7692,0.3531,0.7943
19,0.2458,0.9410,0.3894,0.7665,0.3573,0.7935
20,0.2388,0.9405,0.3876,0.7716,0.3522,0.8039
21,0.2298,0.9512,0.3927,0.7699,0.3603,0.7974
22,0.2234,0.9535,0.3968,0.7684,0.3648,0.7969
23,0.2177,0.9551,0.4035,0.7700,0.3680,0.8004
24,0.2112,0.9588,0.4010,0.7756,0.3638,0.8045
25,0.2079,0.9582,0.4012,0.7783,0.3648,0.8037
26,0.1971,0.9656,0.4090,0.7748,0.3727,0.7988
27,0.1898,0.9693,0.4142,0.7754,0.3737,0.8070
28,0.1860,0.9703,0.4167,0.7745,0.3725,0.8067
29,0.1793,0.9734,0.4157,0.7790,0.3788,0.8073
30,0.1697,0.9777,0.4294,0.7726,0.3944,0.7987
31,0.1668,0.9778,0.4271,0.7738,0.3908,0.7991
32,0.1677,0.9763,0.4295,0.7767,0.3900,0.8059
33,0.1576,0.9813,0.4418,0.7752,0.3974,0.8041
34,0.1495,0.9847,0.4445,0.7780,0.4055,0.8016
35,0.1455,0.9847,0.4545,0.7759,0.4046,0.8052
36,0.1396,0.9865,0.4598,0.7750,0.4153,0.8035
37,0.1376,0.9861,0.4561,0.7785,0.4159,0.8052
38,0.1339,0.9875,0.4746,0.7719,0.4205,0.8035
39,0.1270,0.9891,0.4690,0.7770,0.4231,0.8013
40,0.1201,0.9918,0.4776,0.7755,0.4282,0.8032
41,0.1201,0.9906,0.4768,0.7782,0.4270,0.8084
42,0.1150,0.9913,0.4689,0.7834,0.4249,0.8080
43,0.1112,0.9927,0.4924,0.7769,0.4411,0.8039
44,0.1035,0.9945,0.4980,0.7766,0.4414,0.8066
45,0.1060,0.9927,0.5043,0.7789,0.4507,0.8063
46,0.0991,0.9946,0.5075,0.7789,0.4532,0.8067
47,0.0988,0.9944,0.5226,0.7741,0.4562,0.8066
48,0.0932,0.9951,0.5262,0.7740,0.4643,0.8045
49,0.0899,0.9956,0.5226,0.7760,0.4682,0.8057
50,0.0863,0.9966,0.5347,0.7743,0.4771,0.8029
51,0.0817,0.9965,0.5355,0.7781,0.4802,0.8056
52,0.0779,0.9976,0.5452,0.7779,0.4898,0.8044
53,0.0766,0.9969,0.5496,0.7771,0.4849,0.8061
54,0.0746,0.9975,0.5535,0.7778,0.4966,0.8054
55,0.0694,0.9980,0.5524,0.7789,0.4941,0.8047
56,0.0687,0.9978,0.5642,0.7787,0.4978,0.8067
57,0.0670,0.9978,0.5628,0.7787,0.5033,0.8043
58,0.0637,0.9981,0.5704,0.7760,0.5111,0.8028
59,0.0637,0.9981,0.5754,0.7771,0.5177,0.8024
60,0.0607,0.9987,0.5883,0.7796,0.5098,0.8119
61,0.0593,0.9985,0.5821,0.7787,0.5262,0.8052
62,0.0572,0.9988,0.5866,0.7783,0.5179,0.8065
63,0.0548,0.9990,0.6077,0.7762,0.5430,0.8047
64,0.0530,0.9991,0.6030,0.7761,0.5350,0.8035
