1,0.5096,0.4977,0.4701,0.5357,0.4651,0.5434
2,0.4762,0.4808,0.4576,0.5560,0.4520,0.5490
3,0.4637,0.5168,0.4620,0.5571,0.4566,0.5521
4,0.4607,0.5293,0.4530,0.5600,0.4465,0.5546
5,0.4592,0.5370,0.4702,0.5569,0.4645,0.5521
6,0.4622,0.5382,0.4555,0.5597,0.4493,0.5547
7,0.4584,0.5466,0.4579,0.5590,0.4517,0.5552
8,0.4550,0.5528,0.4665,0.5595,0.4608,0.5591
9,0.4527,0.5647,0.4581,0.5606,0.4523,0.5590
10,0.4549,0.5528,0.4554,0.5643,0.4502,0.5579
11,0.4531,0.5673,0.4541,0.5610,0.4476,0.5584
12,0.4495,0.5751,0.4577,0.5579,0.4518,0.5523
13,0.4524,0.5668,0.4627,0.5573,0.4573,0.5528
14,0.4511,0.5756,0.4571,0.5579,0.4519,0.5526
15,0.4463,0.5869,0.4575,0.5550,0.4526,0.5468
16,0.4473,0.5835,0.4617,0.5567,0.4562,0.5529
17,0.4467,0.5842,0.4647,0.5549,0.4590,0.5537
18,0.4470,0.5866,0.4574,0.5560,0.4517,0.5547
19,0.4436,0.5966,0.4591,0.5544,0.4525,0.5571
20,0.4466,0.5864,0.4596,0.5555,0.4535,0.5551
21,0.4461,0.5974,0.4590,0.5530,0.4529,0.5534
22,0.4441,0.6013,0.4579,0.5553,0.4518,0.5568
23,0.4390,0.6122,0.4589,0.5539,0.4530,0.5530
24,0.4451,0.5938,0.4605,0.5555,0.4535,0.5597
25,0.4434,0.6022,0.4646,0.5552,0.4581,0.5597
26,0.4403,0.6142,0.4611,0.5519,0.4540,0.5561
27,0.4446,0.5948,0.4605,0.5521,0.4534,0.5586
28,0.4393,0.6176,0.4619,0.5513,0.4543,0.5572
29,0.4368,0.6259,0.4624,0.5495,0.4542,0.5598
30,0.4398,0.6171,0.4611,0.5492,0.4521,0.5608
31,0.4342,0.6329,0.4734,0.5437,0.4624,0.5618
32,0.4381,0.6187,0.4639,0.5517,0.4542,0.5616
33,0.4360,0.6345,0.4628,0.5559,0.4507,0.5725
34,0.4310,0.6388,0.4660,0.5683,0.4485,0.5907
35,0.4270,0.6509,0.4739,0.5677,0.4520,0.5998
36,0.4205,0.6725,0.4410,0.6126,0.4226,0.6425
37,0.4143,0.6784,0.4414,0.6173,0.4161,0.6580
38,0.4127,0.6859,0.4357,0.6315,0.4119,0.6649
39,0.4104,0.6973,0.4338,0.6469,0.4138,0.6809
40,0.3994,0.7105,0.4282,0.6630,0.4041,0.6943
41,0.3981,0.7158,0.4092,0.6880,0.3931,0.7073
42,0.3871,0.7390,0.4101,0.6950,0.3895,0.7223
43,0.3830,0.7476,0.4007,0.7099,0.3831,0.7377
44,0.3726,0.7691,0.4021,0.7167,0.3840,0.7359
45,0.3664,0.7699,0.4019,0.7179,0.3841,0.7452
46,0.3646,0.7762,0.3995,0.7214,0.3808,0.7472
47,0.3599,0.7775,0.4071,0.7246,0.3853,0.7456
48,0.3520,0.7903,0.3987,0.7266,0.3741,0.7632
49,0.3468,0.8028,0.3903,0.7344,0.3759,0.7659
50,0.3445,0.8018,0.4034,0.7298,0.3805,0.7610
51,0.3422,0.8023,0.3877,0.7443,0.3720,0.7688
52,0.3384,0.8068,0.3847,0.7478,0.3750,0.7726
53,0.3328,0.8184,0.3909,0.7401,0.3708,0.7689
54,0.3281,0.8194,0.3957,0.7469,0.3756,0.7724
55,0.3238,0.8321,0.3881,0.7507,0.3737,0.7693
56,0.3220,0.8337,0.4044,0.7491,0.3799,0.7720
57,0.3248,0.8281,0.3992,0.7454,0.3789,0.7729
58,0.3197,0.8328,0.3977,0.7506,0.3775,0.7756
59,0.3144,0.8409,0.4047,0.7490,0.3786,0.7695
60,0.3122,0.8478,0.4069,0.7455,0.3848,0.7704
61,0.3109,0.8530,0.3983,0.7516,0.3771,0.7777
62,0.3046,0.8516,0.3982,0.7545,0.3751,0.7813
63,0.3033,0.8560,0.3939,0.7573,0.3768,0.7761
64,0.3077,0.8503,0.3984,0.7582,0.3765,0.7758
65,0.2951,0.8658,0.3953,0.7615,0.3809,0.7779
66,0.2945,0.8623,0.4028,0.7663,0.3825,0.7812
67,0.2904,0.8694,0.3993,0.7668,0.3804,0.7868
68,0.2920,0.8714,0.4243,0.7562,0.3966,0.7772
69,0.2891,0.8715,0.4070,0.7655,0.3851,0.7834
70,0.2869,0.8723,0.4058,0.7694,0.3900,0.7829
71,0.2845,0.8759,0.4184,0.7681,0.3972,0.7829
72,0.2801,0.8806,0.4197,0.7650,0.3942,0.7817
73,0.2775,0.8849,0.4162,0.7652,0.3998,0.7830
74,0.2810,0.8819,0.4215,0.7637,0.3990,0.7844
75,0.2789,0.8851,0.4157,0.7669,0.4012,0.7836
76,0.2712,0.8902,0.4135,0.7682,0.3945,0.7877
77,0.2668,0.8935,0.4342,0.7672,0.4119,0.7843
78,0.2722,0.8883,0.4342,0.7647,0.4084,0.7829
79,0.2616,0.8970,0.4324,0.7636,0.4115,0.7828
80,0.2611,0.8974,0.4264,0.7686,0.4020,0.7881
81,0.2609,0.8983,0.4249,0.7675,0.3995,0.7902
82,0.2629,0.8981,0.4454,0.7634,0.4148,0.7843
83,0.2637,0.8976,0.4428,0.7637,0.4101,0.7865
84,0.2489,0.9079,0.4557,0.7695,0.4243,0.7889
85,0.2575,0.9050,0.4478,0.7670,0.4223,0.7822
86,0.2493,0.9105,0.4416,0.7665,0.4213,0.7824
87,0.2500,0.9093,0.4615,0.7733,0.4323,0.7881
88,0.2465,0.9116,0.4376,0.7737,0.4132,0.7883
89,0.2499,0.9107,0.4428,0.7713,0.4184,0.7870
90,0.2471,0.9108,0.4652,0.7661,0.4293,0.7885
91,0.2449,0.9125,0.4580,0.7656,0.4218,0.7884
92,0.2407,0.9150,0.4544,0.7693,0.4193,0.7920
93,0.2360,0.9216,0.4703,0.7637,0.4250,0.7908
94,0.2406,0.9192,0.4754,0.7679,0.4339,0.7920
95,0.2360,0.9212,0.4616,0.7706,0.4267,0.7897
96,0.2329,0.9261,0.4665,0.7714,0.4319,0.7879
97,0.2321,0.9257,0.4709,0.7696,0.4359,0.7883
98,0.2225,0.9326,0.4942,0.7679,0.4549,0.7887
99,0.2256,0.9294,0.4822,0.7693,0.4398,0.7912
100,0.2252,0.9303,0.4821,0.7683,0.4332,0.7917
101,0.2301,0.9240,0.4948,0.7689,0.4489,0.7919
102,0.2213,0.9313,0.4927,0.7715,0.4429,0.7960
103,0.2236,0.9304,0.4942,0.7706,0.4539,0.7923
104,0.2198,0.9332,0.5074,0.7723,0.4538,0.7965
105,0.2185,0.9335,0.4930,0.7728,0.4390,0.7992
106,0.2173,0.9343,0.4938,0.7731,0.4417,0.8000
107,0.2180,0.9338,0.4803,0.7756,0.4383,0.7950
108,0.2144,0.9392,0.5119,0.7721,0.4655,0.7924
109,0.2061,0.9437,0.5325,0.7750,0.4866,0.7930
110,0.2070,0.9409,0.5227,0.7739,0.4715,0.7949
111,0.2067,0.9415,0.5076,0.7741,0.4582,0.7981
112,0.2056,0.9426,0.5151,0.7767,0.4657,0.8022
113,0.2210,0.9420,0.5217,0.7745,0.4780,0.7975
114,0.2016,0.9459,0.5171,0.7727,0.4742,0.7955
115,0.2064,0.9435,0.5273,0.7740,0.4772,0.7965
116,0.2024,0.9458,0.5085,0.7774,0.4684,0.7993
117,0.2024,0.9458,0.5171,0.7747,0.4737,0.7970
118,0.1932,0.9498,0.5449,0.7733,0.4980,0.7986
119,0.1968,0.9487,0.5242,0.7718,0.4808,0.7978
120,0.1931,0.9518,0.5318,0.7744,0.4847,0.7975
121,0.1889,0.9526,0.5560,0.7753,0.5055,0.7982
122,0.1901,0.9519,0.5578,0.7745,0.5056,0.7988
123,0.1926,0.9521,0.5623,0.7719,0.4988,0.7981
124,0.1961,0.9493,0.5411,0.7748,0.4866,0.7970
125,0.1859,0.9568,0.5613,0.7711,0.5104,0.7941
126,0.1819,0.9576,0.5659,0.7733,0.5168,0.7940
127,0.1939,0.9523,0.5295,0.7758,0.4827,0.7975
128,0.1801,0.9576,0.5648,0.7747,0.5105,0.7972
129,0.1777,0.9606,0.5842,0.7751,0.5241,0.7995
130,0.1853,0.9569,0.5807,0.7740,0.5212,0.7985
131,0.1707,0.9633,0.5967,0.7765,0.5426,0.7980
132,0.1698,0.9641,0.5929,0.7767,0.5368,0.7984
133,0.1799,0.9587,0.5704,0.7720,0.5062,0.8006
134,0.1807,0.9576,0.5764,0.7730,0.5158,0.7974
135,0.1777,0.9608,0.5876,0.7731,0.5243,0.7989
136,0.1740,0.9605,0.5641,0.7717,0.5118,0.7954
137,0.1683,0.9639,0.5888,0.7716,0.5313,0.7966
138,0.1750,0.9612,0.5912,0.7684,0.5295,0.7972
139,0.1669,0.9650,0.5927,0.7674,0.5353,0.7956
140,0.1676,0.9650,0.6067,0.7724,0.5583,0.7967
141,0.1653,0.9663,0.6046,0.7670,0.5471,0.7951
142,0.1680,0.9636,0.6008,0.7753,0.5504,0.7972
143,0.1602,0.9689,0.6303,0.7740,0.5799,0.7952
144,0.1657,0.9658,0.6272,0.7740,0.5700,0.7962
145,0.1666,0.9660,0.6161,0.7765,0.5736,0.7952
146,0.1672,0.9648,0.6059,0.7769,0.5694,0.7943
147,0.1525,0.9709,0.6136,0.7798,0.5736,0.7963
148,0.1620,0.9668,0.6306,0.7772,0.5927,0.7933
149,0.1636,0.9668,0.6380,0.7740,0.5965,0.7916
150,0.1567,0.9691,0.6055,0.7750,0.5651,0.7947
151,0.1633,0.9682,0.6188,0.7793,0.5817,0.7959
152,0.1587,0.9686,0.6180,0.7768,0.5672,0.7979
153,0.1560,0.9702,0.6277,0.7791,0.5807,0.7989
154,0.1590,0.9680,0.6116,0.7770,0.5729,0.7932
155,0.1606,0.9698,0.6308,0.7746,0.5914,0.7938
156,0.1487,0.9722,0.6404,0.7748,0.6068,0.7914
157,0.1507,0.9725,0.6528,0.7772,0.6150,0.7942
158,0.1468,0.9738,0.6268,0.7789,0.5976,0.7930
159,0.1547,0.9698,0.6402,0.7781,0.5988,0.7962
160,0.1402,0.9755,0.6464,0.7804,0.5990,0.7978
161,0.1424,0.9764,0.6458,0.7809,0.5910,0.8016
162,0.1411,0.9754,0.6566,0.7818,0.6114,0.7994
163,0.1453,0.9739,0.6473,0.7809,0.6066,0.7972
164,0.1449,0.9750,0.7018,0.7812,0.6640,0.7952
165,0.1417,0.9759,0.6435,0.7802,0.6062,0.7960
166,0.1422,0.9756,0.7032,0.7797,0.6689,0.7919
167,0.1489,0.9736,0.6805,0.7760,0.6320,0.7942
168,0.1404,0.9762,0.6778,0.7779,0.6365,0.7922
169,0.1495,0.9736,0.6612,0.7788,0.6192,0.7934
170,0.1516,0.9729,0.6444,0.7798,0.6034,0.7952
171,0.1411,0.9759,0.6995,0.7767,0.6510,0.7933
172,0.1412,0.9771,0.6408,0.7835,0.6020,0.7996
173,0.1361,0.9775,0.6887,0.7802,0.6423,0.7961
174,0.1369,0.9782,0.7034,0.7812,0.6475,0.7993
175,0.1434,0.9751,0.6588,0.7781,0.6145,0.7957
176,0.1286,0.9804,0.7209,0.7795,0.6741,0.7963
177,0.1360,0.9781,0.7200,0.7801,0.6809,0.7947
178,0.1326,0.9787,0.7370,0.7788,0.6814,0.7976
179,0.1429,0.9750,0.7025,0.7792,0.6515,0.7969
180,0.1389,0.9769,0.6888,0.7775,0.6273,0.7985
181,0.1358,0.9783,0.6695,0.7785,0.6088,0.8006
182,0.1290,0.9805,0.7320,0.7757,0.6635,0.8001
183,0.1341,0.9786,0.7343,0.7759,0.6624,0.8030
184,0.1310,0.9793,0.7140,0.7751,0.6505,0.8002
185,0.1344,0.9782,0.7164,0.7741,0.6494,0.8017
186,0.1348,0.9779,0.7165,0.7757,0.6534,0.8017
187,0.1328,0.9789,0.6975,0.7771,0.6349,0.8022
188,0.1279,0.9803,0.7117,0.7769,0.6421,0.8039
189,0.1237,0.9819,0.6887,0.7791,0.6230,0.8036
190,0.1288,0.9802,0.7049,0.7775,0.6392,0.8019
191,0.1334,0.9785,0.7094,0.7771,0.6454,0.8013
192,0.1274,0.9810,0.7328,0.7755,0.6819,0.7968
193,0.1244,0.9817,0.7696,0.7737,0.7157,0.7964
194,0.1285,0.9804,0.7123,0.7774,0.6685,0.7966
195,0.1282,0.9806,0.7596,0.7762,0.6847,0.7952
196,0.1248,0.9810,0.7354,0.7790,0.6923,0.7990
197,0.1362,0.9776,0.7305,0.7757,0.6831,0.7965
198,0.1265,0.9814,0.7206,0.7784,0.6760,0.7991
199,0.1300,0.9794,0.7024,0.7771,0.6476,0.7998
200,0.1188,0.9830,0.7028,0.7800,0.6502,0.8015
